category,product_description
Household,Party Propz Decoration Set Combo (Set of 62) (2 Golden Foil Curtain+50 Gold Metallic Balloon)
Household,"Archana Nhr Decoration Large Balloon Pack Of 100 Pieces (Blue & White) Color:Blue   NHR balloons are beautiful and fun addition to any party. No party would seem complete without balloons to play around with. Balloons are not just for kids parties, they can be used anywhere anytime and for any occasion you wish to celebrate. Whether it is a party in the office, a Christmas bash, a baby shower, wedding, or a casual party for friends, balloons seem to be an essential of party supplies. Along with buntings, balloons are the most favored decorations for any occasion.Grand parties with balloons, you can be sure that your party will always be colorful and fun."
Household,Balaji Art Cotton Wedding Multicolour Umbrella This handcrafted umbrella made up of cotton cloth is essential for the approaching summer season. Prepared by traditional artisans of Jaipur the exclusive elephant print design is decorated with the sparkling beads work on the top of the umbrella.
Household,"Embroiderymaterial Aari Embroidery Needles for Beading and Embroidery Work Purpose (Pack of 4 Needles) These needles are particularly used for doing aari embroidery work with beads, sequins, french wire and thread. These needles have an iron handle which is wrapped with thread to provide a nice grip. This is the festive collection of the needle and would be perfect for doing effortless embroidery work"
Household,"Imported Universal Quilting Embroidery Presser Foot for Sewing Machine Description:- Darning freehand embroidery hopper free motion quilt foot for BROTHER JANOME SINGER This foot can be used for free hand embroidery (like drawing with stitches) and for quilting designs This attachment is an ideal addition to your sewing machine and makes a welcome gift for a keen sewer. Suitable for Butterfly, Brother, Singer, Janome, Juki and other Multifunctional Sewing Machine Please kindly note this does not fit for industrial sewing machine, nor mini sewing machine and some old singer models?974?8019?9032? Material: Steel Color: Silver Package Includes: 1 x Presser Foot Note : Since the size above is measured by hand, the size of the actual item you received could be slightly different from the size above."
Household,"Am Wooden Embroidery Hoop/Frame for Crafters & Designers, Set Of 5-Different Sizes 4, 6, 8, 10, 12 Inches Wooden Embroidery Hoops For Crafting A Number Of Designs. Available In A Variety Of Sizes You Can Select The Shape And Size Of The Embroidery Pattern As Desired."
Household,"Sewn Golden Colour Seed Beads For Embroidery/Superior Quality/Size seed beads used for design dress materials ,like churidhar saree, dhuppatta.and all type of dresses.Also used for art and craft work.it give a speccial attraction for the resses and craft works,its high quality material."
Household,"iCraft RN281 Cotton Embroidery Thread Set (Multicolor, Pack of 100) The set of items include 100 thread of multi-color professional and practical cross stitch and embroidery design and each thread is 8 meters and 26 feet in length. The embroidery thread are made of durable soft polyester cotton material. Must special for cross stitch lovers for embroidery flowers, fruits, animals, natural sceneries, cartoon characters and other art and craft project works. Usage: Don't need machine to use, the best compact sewing kit that is always available, sewing kit easy to access for those quick, on the go repairs great for missing buttons, ripped seams or a quick them make. Care instruction: Keep away from kids."
Household,Embroidery Kit for Beginners DIY Kit Total 15 Iteam This embroidery kit is consists of all the basic items that a beginner will require to learn embroidery. This kit can also be a perfect gift for your loved ones.
Household,"AsianHobbyCrafts Wooden Embroidery Hoop Ring Frame (3 Pieces) Style Name:Assorted A   Asian Hobby Crafts embroidery collection comprises of embroidery frames (in various sizes), cross stitch fabric, embroidery tools, embroidery wool. This embroidery hoop frame is made of well finished wood with a easy-to-adjust screw mounted on the frame to tighten the fabric. Cross stitch art is a phenomenal art form which involves intricate stitching techniques to form beautiful designs on fabric."
Household,"Lovely Arts Collection Hand Embroidered Cotton Thread Skeins for Craft Projects, Multicolour (Pack of 25) -LAC97 Package includes 25 skeins, two each of 12 colors. Each skein is 8 yards long. This quality embroidery floss can be used in a multitude of craft projects, including needlecraft, friendship bracelets, stringing beads, and more. Non-toxic."
Household,"Anchor Stranded Cotton Assorted Skeins Stitch Kit, 8m (Fast colour-4624-02222, 50 Skiens, 2 of Each 25 Shades) Anchor stranded cotton is the most popular hand embroidery thread all over the world. A superior 6-strand thread, made from the best egyptian cotton is ideal for all forms of embroidery. Ideal for embroidery, knitting, crotchet & thread art"
Household,"Asian Hobby Crafts Wooden Embroidery Hoop Ring Frame (5 Pieces) Style Name:Assorted B   Asian Hobby Crafts embroidery collection comprises of embroidery frames (in various sizes), cross stitch fabric, embroidery tools, embroidery wool. This embroidery hoop frame is made of well finished wood with a easy-to-adjust screw mounted on the frame to tighten the fabric. Cross stitch art is a phenomenal art form which involves intricate stitching techniques to form beautiful designs on fabric."
